District,County,FY,DC Case Category,DC Case Type,Filing/Disposition Type,Count,Count Description
6,Montgomery,FY2015,Misc,Municipal Infractions,ALL,3805,Filing
6,Montgomery,FY2015,Landlord Tenant,Landlord Tenant,ALL,658,Filing
6,Montgomery,FY2015,Criminal,Criminal,ALL,15446,Filing
6,Montgomery,FY2015,Misc,Civil Citations,ALL,2915,Filing
6,Montgomery,FY2015,Motor Vehicle,Payable & Must Appear,ALL,85772,Filing
6,Montgomery,FY2015,Motor Vehicle,DUI/DWI,ALL,4203,Filing
6,Montgomery,FY2015,Peace Order & Domestic Violence,Domestic Violence,ALL,2331,Filing
6,Montgomery,FY2015,Peace Order & Domestic Violence,Peace Order ,ALL,2293,Filing
6,Montgomery,FY2015,Motor Vehicle,Parking & Red Light,ALL,12846,Filing
6,Montgomery,FY2015,Motor Vehicle,Payable & Must Appear,Miscellaneous,16726,Disposition
6,Montgomery,FY2015,Motor Vehicle,Payable & Must Appear,Tried,15091,Disposition
6,Montgomery,FY2015,Motor Vehicle,DUI/DWI,Guilty,1142,Disposition
6,Montgomery,FY2015,Motor Vehicle,Payable & Must Appear,Paid,57116,Disposition
6,Montgomery,FY2015,Motor Vehicle,DUI/DWI,Probation Before Judgment,2068,Disposition
6,Montgomery,FY2015,Motor Vehicle,DUI/DWI,Nolle Prosequi,897,Disposition
6,Montgomery,FY2015,Motor Vehicle,DUI/DWI,Not Guilty,76,Disposition
6,Montgomery,FY2015,Motor Vehicle,DUI/DWI,Stet,59,Disposition
6,Montgomery,FY2015,Motor Vehicle,DUI/DWI,Dismissed,17,Disposition
6,Montgomery,FY2015,Motor Vehicle,DUI/DWI,Other,11,Disposition
6,Montgomery,FY2015,Criminal,Criminal,Guilty,2899,Disposition
6,Montgomery,FY2015,Misc,Municipal Infractions,All Disposition Manner,4154,Disposition
6,Montgomery,FY2015,Criminal,Criminal,Stet,278,Disposition
6,Montgomery,FY2015,Criminal,Criminal,Not Guilty,305,Disposition
6,Montgomery,FY2015,Misc,Civil Citations,All Disposition Manner,2556,Disposition
6,Montgomery,FY2015,Criminal,Criminal,Dismissed,38,Disposition
6,Montgomery,FY2015,Criminal,Criminal,Nolle Prosequi,13684,Disposition
6,Montgomery,FY2015,Criminal,Criminal,Probation Before Judgment,1031,Disposition
6,Montgomery,FY2015,Criminal,Criminal,Jury Trial Prayer,27,Disposition
6,Montgomery,FY2015,Criminal,Criminal,Other,27,Disposition
6,Montgomery,FY2015,Criminal,Criminal,Forwarded to Circuit Court,934,Disposition
6,Montgomery,FY2015,Civil,Civil,All Judgements,8223,Disposition
6,Montgomery,FY2015,Peace Order & Domestic Violence,Domestic Violence,Protective Orders Granted,827,Disposition
6,Montgomery,FY2015,Peace Order & Domestic Violence,Peace Order,Peace Orders Granted,887,Disposition
6,Montgomery,FY2015,Peace Order & Domestic Violence,Domestic Violence,Denied/Dismissed,1209,Disposition
6,Montgomery,FY2015,Peace Order & Domestic Violence,Peace Order,Denied/Dismissed,1335,Disposition
6,Montgomery,FY2015,Motor Vehicle,Parking & Red Light,All Disposition Manner,12846,Disposition
6,Montgomery,FY2015,Misc,Emergency Evaluations,Granted,247,Disposition
6,Montgomery,FY2016,Misc,Forfeiture of Contraband,ALL,61,Filing
6,Montgomery,FY2016,Criminal,Fugitive Warrants,ALL,253,Filing
6,Montgomery,FY2016,Civil,Civil,ALL,16092,Filing
6,Montgomery,FY2016,Misc,Municipal Infractions,ALL,3215,Filing
6,Montgomery,FY2016,Misc,Injunctions,ALL,1,Filing
6,Montgomery,FY2016,Landlord Tenant,Landlord Tenant,ALL,755,Filing
6,Montgomery,FY2016,Criminal,Criminal,ALL,15396,Filing
6,Montgomery,FY2016,Misc,Emergency Evaluations,ALL,388,Filing
6,Montgomery,FY2016,Misc,Civil Citations,ALL,5169,Filing
6,Montgomery,FY2016,Motor Vehicle,Payable & Must Appear,ALL,79686,Filing
6,Montgomery,FY2016,Motor Vehicle,DUI/DWI,ALL,4275,Filing
6,Montgomery,FY2016,Peace Order & Domestic Violence,Domestic Violence,ALL,2709,Filing
6,Montgomery,FY2016,Peace Order & Domestic Violence,Peace Order ,ALL,2141,Filing
6,Montgomery,FY2016,Motor Vehicle,Parking & Red Light,ALL,14239,Filing
6,Montgomery,FY2016,Motor Vehicle,Payable & Must Appear,Miscellaneous,13712,Disposition
6,Montgomery,FY2016,Motor Vehicle,Payable & Must Appear,Paid,50551,Disposition
6,Montgomery,FY2016,Motor Vehicle,Payable & Must Appear,Tried,14512,Disposition
6,Montgomery,FY2016,Motor Vehicle,DUI/DWI,Probation Before Judgment,2136,Disposition
6,Montgomery,FY2016,Motor Vehicle,DUI/DWI,Nolle Prosequi,732,Disposition
6,Montgomery,FY2016,Motor Vehicle,DUI/DWI,Guilty,1132,Disposition
6,Montgomery,FY2016,Motor Vehicle,DUI/DWI,Not Guilty,127,Disposition
6,Montgomery,FY2016,Motor Vehicle,DUI/DWI,Stet,40,Disposition
6,Montgomery,FY2016,Motor Vehicle,DUI/DWI,Other,19,Disposition
6,Montgomery,FY2016,Motor Vehicle,DUI/DWI,Dismissed,24,Disposition
6,Montgomery,FY2016,Criminal,Criminal,Other,38,Disposition
6,Montgomery,FY2016,Criminal,Criminal,Guilty,2710,Disposition
6,Montgomery,FY2016,Criminal,Criminal,Stet,221,Disposition
6,Montgomery,FY2016,Criminal,Criminal,Forwarded to Circuit Court,750,Disposition
6,Montgomery,FY2016,Criminal,Criminal,Nolle Prosequi,9830,Disposition
6,Montgomery,FY2016,Criminal,Criminal,Dismissed,51,Disposition
6,Montgomery,FY2016,Criminal,Criminal,Probation Before Judgment,1155,Disposition
6,Montgomery,FY2016,Misc,Municipal Infractions,All Disposition Manner,3249,Disposition
6,Montgomery,FY2016,Criminal,Criminal,Not Guilty,275,Disposition
6,Montgomery,FY2016,Criminal,Criminal,Jury Trial Prayer,43,Disposition
6,Montgomery,FY2016,Misc,Civil Citations,All Disposition Manner,4774,Disposition
6,Montgomery,FY2016,Civil,Civil,All Judgements,8190,Disposition
6,Montgomery,FY2016,Peace Order & Domestic Violence,Domestic Violence,Protective Orders Granted,973,Disposition
6,Montgomery,FY2016,Peace Order & Domestic Violence,Peace Order,Peace Orders Granted,754,Disposition
6,Montgomery,FY2016,Peace Order & Domestic Violence,Domestic Violence,Denied/Dismissed,1415,Disposition
6,Montgomery,FY2016,Peace Order & Domestic Violence,Peace Order,Denied/Dismissed,1352,Disposition
6,Montgomery,FY2016,Motor Vehicle,Parking & Red Light,All Disposition Manner,14239,Disposition
6,Montgomery,FY2016,Misc,Emergency Evaluations,Granted,314,Disposition
6,Montgomery,FY2017,Misc,Emergency Evaluations,ALL,395,Filing
6,Montgomery,FY2017,Criminal,Criminal,ALL,14696,Filing
6,Montgomery,FY2017,Misc,Injunctions,ALL,1,Filing
6,Montgomery,FY2017,Misc,Civil Citations,ALL,4745,Filing
6,Montgomery,FY2017,Misc,Forfeiture of Contraband,ALL,67,Filing
6,Montgomery,FY2017,Criminal,Fugitive Warrants,ALL,257,Filing
6,Montgomery,FY2017,Landlord Tenant,Landlord Tenant,ALL,795,Filing
6,Montgomery,FY2017,Civil,Civil,ALL,18764,Filing
6,Montgomery,FY2017,Misc,Municipal Infractions,ALL,3866,Filing
6,Montgomery,FY2017,Motor Vehicle,Payable & Must Appear,ALL,69682,Filing
6,Montgomery,FY2017,Motor Vehicle,DUI/DWI,ALL,3963,Filing
6,Montgomery,FY2017,Peace Order & Domestic Violence,Domestic Violence,ALL,2997,Filing
6,Montgomery,FY2017,Peace Order & Domestic Violence,Peace Order ,ALL,2237,Filing
6,Montgomery,FY2017,Motor Vehicle,Parking & Red Light,ALL,15374,Filing
6,Montgomery,FY2017,Motor Vehicle,Payable & Must Appear,Miscellaneous,12304,Disposition
6,Montgomery,FY2017,Motor Vehicle,Payable & Must Appear,Tried,13529,Disposition
6,Montgomery,FY2017,Motor Vehicle,Payable & Must Appear,Paid,44965,Disposition
6,Montgomery,FY2017,Motor Vehicle,DUI/DWI,Nolle Prosequi,765,Disposition
6,Montgomery,FY2017,Motor Vehicle,DUI/DWI,Guilty,1071,Disposition
6,Montgomery,FY2017,Motor Vehicle,DUI/DWI,Probation Before Judgment,1980,Disposition
6,Montgomery,FY2017,Motor Vehicle,DUI/DWI,Dismissed,19,Disposition
6,Montgomery,FY2017,Motor Vehicle,DUI/DWI,Stet,21,Disposition
6,Montgomery,FY2017,Motor Vehicle,DUI/DWI,Not Guilty,103,Disposition
6,Montgomery,FY2017,Motor Vehicle,DUI/DWI,Other,14,Disposition
6,Montgomery,FY2017,Criminal,Criminal,Nolle Prosequi,10725,Disposition
6,Montgomery,FY2017,Criminal,Criminal,Guilty,2134,Disposition
6,Montgomery,FY2017,Criminal,Criminal,Forwarded to Circuit Court,831,Disposition
6,Montgomery,FY2017,Criminal,Criminal,Stet,215,Disposition
6,Montgomery,FY2017,Criminal,Criminal,Dismissed,36,Disposition
6,Montgomery,FY2017,Misc,Civil Citations,All Disposition Manner,5079,Disposition
6,Montgomery,FY2017,Criminal,Criminal,Other,44,Disposition
6,Montgomery,FY2017,Criminal,Criminal,Jury Trial Prayer,33,Disposition
6,Montgomery,FY2017,Criminal,Criminal,Not Guilty,254,Disposition
6,Montgomery,FY2017,Criminal,Criminal,Probation Before Judgment,1153,Disposition
6,Montgomery,FY2017,Misc,Municipal Infractions,All Disposition Manner,3496,Disposition
6,Montgomery,FY2017,Civil,Civil,All Judgements,7174,Disposition
6,Montgomery,FY2017,Peace Order & Domestic Violence,Domestic Violence,Protective Orders Granted,1060,Disposition
6,Montgomery,FY2017,Peace Order & Domestic Violence,Peace Order,Peace Orders Granted,749,Disposition
6,Montgomery,FY2017,Peace Order & Domestic Violence,Domestic Violence,Denied/Dismissed,1558,Disposition
6,Montgomery,FY2017,Peace Order & Domestic Violence,Peace Order,Denied/Dismissed,1429,Disposition
6,Montgomery,FY2017,Motor Vehicle,Parking & Red Light,All Disposition Manner,15374,Disposition
6,Montgomery,FY2017,Misc,Emergency Evaluations,Granted,287,Disposition
6,Montgomery,FY2018,Criminal,Criminal,ALL,14520,Filing
6,Montgomery,FY2018,Misc,Municipal Infractions,ALL,4783,Filing
6,Montgomery,FY2018,Misc,Civil Citations,ALL,5424,Filing
6,Montgomery,FY2018,Criminal,Fugitive Warrants,ALL,261,Filing
6,Montgomery,FY2018,Misc,Forfeiture of Contraband,ALL,61,Filing
6,Montgomery,FY2018,Misc,Injunctions,ALL,1,Filing
6,Montgomery,FY2018,Civil,Civil,ALL,19570,Filing
6,Montgomery,FY2018,Misc,Emergency Evaluations,ALL,435,Filing
6,Montgomery,FY2018,Landlord Tenant,Landlord Tenant,ALL,863,Filing
6,Montgomery,FY2018,Motor Vehicle,Payable & Must Appear,ALL,69168,Filing
6,Montgomery,FY2018,Motor Vehicle,DUI/DWI,ALL,3367,Filing
6,Montgomery,FY2018,Peace Order & Domestic Violence,Domestic Violence,ALL,3159,Filing
6,Montgomery,FY2018,Peace Order & Domestic Violence,Peace Order ,ALL,2165,Filing
6,Montgomery,FY2018,Motor Vehicle,Parking & Red Light,ALL,14817,Filing
6,Montgomery,FY2018,Motor Vehicle,Payable & Must Appear,Paid,43621,Disposition
6,Montgomery,FY2018,Motor Vehicle,Payable & Must Appear,Miscellaneous,11924,Disposition
6,Montgomery,FY2018,Motor Vehicle,DUI/DWI,Probation Before Judgment,1798,Disposition
6,Montgomery,FY2018,Motor Vehicle,Payable & Must Appear,Tried,13450,Disposition
6,Montgomery,FY2018,Motor Vehicle,DUI/DWI,Nolle Prosequi,875,Disposition
6,Montgomery,FY2018,Motor Vehicle,DUI/DWI,Not Guilty,135,Disposition
6,Montgomery,FY2018,Motor Vehicle,DUI/DWI,Guilty,929,Disposition
6,Montgomery,FY2018,Motor Vehicle,DUI/DWI,Stet,27,Disposition
6,Montgomery,FY2018,Motor Vehicle,DUI/DWI,Other,15,Disposition
6,Montgomery,FY2018,Motor Vehicle,DUI/DWI,Dismissed,18,Disposition
6,Montgomery,FY2018,Motor Vehicle,DUI/DWI,Jury Trial Prayer,1,Disposition
6,Montgomery,FY2018,Criminal,Criminal,Jury Trial Prayer,35,Disposition
6,Montgomery,FY2018,Misc,Civil Citations,All Disposition Manner,5325,Disposition
6,Montgomery,FY2018,Criminal,Criminal,Stet,152,Disposition
6,Montgomery,FY2018,Criminal,Criminal,Forwarded to Circuit Court,967,Disposition
6,Montgomery,FY2018,Criminal,Criminal,Not Guilty,265,Disposition
6,Montgomery,FY2018,Criminal,Criminal,Guilty,1844,Disposition
6,Montgomery,FY2018,Criminal,Criminal,Dismissed,50,Disposition
6,Montgomery,FY2018,Criminal,Criminal,Nolle Prosequi,10686,Disposition
6,Montgomery,FY2018,Criminal,Criminal,Probation Before Judgment,885,Disposition
6,Montgomery,FY2018,Criminal,Criminal,Other,46,Disposition
6,Montgomery,FY2018,Misc,Municipal Infractions,All Disposition Manner,4780,Disposition
6,Montgomery,FY2018,Civil,Civil,All Judgements,9168,Disposition
6,Montgomery,FY2018,Peace Order & Domestic Violence,Domestic Violence,Protective Orders Granted,1094,Disposition
6,Montgomery,FY2018,Peace Order & Domestic Violence,Peace Order,Peace Orders Granted,722,Disposition
6,Montgomery,FY2018,Peace Order & Domestic Violence,Domestic Violence,Denied/Dismissed,1726,Disposition
6,Montgomery,FY2018,Peace Order & Domestic Violence,Peace Order,Denied/Dismissed,1376,Disposition
6,Montgomery,FY2018,Motor Vehicle,Parking & Red Light,All Disposition Manner,14817,Disposition
6,Montgomery,FY2018,Misc,Emergency Evaluations,Granted,333,Disposition
6,Montgomery,FY2019,Misc,Emergency Evaluations,ALL,437,Filing
6,Montgomery,FY2019,Landlord Tenant,Landlord Tenant,ALL,791,Filing
6,Montgomery,FY2019,Criminal,Fugitive Warrants,ALL,301,Filing
6,Montgomery,FY2019,Misc,Injunctions,ALL,3,Filing
6,Montgomery,FY2019,Civil,Civil,ALL,18869,Filing
6,Montgomery,FY2019,Misc,Civil Citations,ALL,4628,Filing
6,Montgomery,FY2019,Criminal,Criminal,ALL,14284,Filing
6,Montgomery,FY2019,Misc,Municipal Infractions,ALL,5612,Filing
6,Montgomery,FY2019,Misc,Forfeiture of Contraband,ALL,71,Filing
6,Montgomery,FY2019,Motor Vehicle,Payable & Must Appear,ALL,60694,Filing
6,Montgomery,FY2019,Motor Vehicle,DUI/DWI,ALL,3702,Filing
6,Montgomery,FY2019,Peace Order & Domestic Violence,Domestic Violence,ALL,3003,Filing
6,Montgomery,FY2019,Peace Order & Domestic Violence,Peace Order ,ALL,2243,Filing
6,Montgomery,FY2019,Motor Vehicle,Parking & Red Light,ALL,15164,Filing
6,Montgomery,FY2019,Motor Vehicle,Payable & Must Appear,Paid,38396,Disposition
6,Montgomery,FY2019,Motor Vehicle,Payable & Must Appear,Miscellaneous,12270,Disposition
6,Montgomery,FY2019,Motor Vehicle,Payable & Must Appear,Tried,11272,Disposition
6,Montgomery,FY2019,Motor Vehicle,DUI/DWI,Guilty,969,Disposition
6,Montgomery,FY2019,Motor Vehicle,DUI/DWI,Probation Before Judgment,1841,Disposition
6,Montgomery,FY2019,Motor Vehicle,DUI/DWI,Nolle Prosequi,1042,Disposition
6,Montgomery,FY2019,Motor Vehicle,DUI/DWI,Not Guilty,113,Disposition
6,Montgomery,FY2019,Motor Vehicle,DUI/DWI,Stet,24,Disposition
6,Montgomery,FY2019,Motor Vehicle,DUI/DWI,Other,18,Disposition
6,Montgomery,FY2019,Motor Vehicle,DUI/DWI,Dismissed,13,Disposition
6,Montgomery,FY2019,Motor Vehicle,DUI/DWI,Jury Trial Prayer,1,Disposition
6,Montgomery,FY2019,Misc,Municipal Infractions,All Disposition Manner,5131,Disposition
6,Montgomery,FY2019,Criminal,Criminal,Other,53,Disposition
6,Montgomery,FY2019,Criminal,Criminal,Guilty,1797,Disposition
6,Montgomery,FY2019,Criminal,Criminal,Stet,178,Disposition
6,Montgomery,FY2019,Criminal,Criminal,Nolle Prosequi,10145,Disposition
6,Montgomery,FY2019,Misc,Civil Citations,All Disposition Manner,4730,Disposition
6,Montgomery,FY2019,Criminal,Criminal,Forwarded to Circuit Court,1029,Disposition
6,Montgomery,FY2019,Criminal,Criminal,Probation Before Judgment,826,Disposition
6,Montgomery,FY2019,Criminal,Criminal,Dismissed,30,Disposition
6,Montgomery,FY2019,Criminal,Criminal,Not Guilty,242,Disposition
6,Montgomery,FY2019,Criminal,Criminal,Jury Trial Prayer,35,Disposition
6,Montgomery,FY2019,Civil,Civil,All Judgements,8468,Disposition
6,Montgomery,FY2019,Peace Order & Domestic Violence,Domestic Violence,Protective Orders Granted,1098,Disposition
6,Montgomery,FY2019,Peace Order & Domestic Violence,Peace Order,Peace Orders Granted,777,Disposition
6,Montgomery,FY2019,Peace Order & Domestic Violence,Domestic Violence,Denied/Dismissed,1586,Disposition
6,Montgomery,FY2019,Peace Order & Domestic Violence,Peace Order,Denied/Dismissed,1421,Disposition
6,Montgomery,FY2019,Motor Vehicle,Parking & Red Light,All Disposition Manner,15164,Disposition
6,Montgomery,FY2019,Misc,Emergency Evaluations,Granted,362,Disposition
6,Montgomery,FY2020,Civil,Civil,ALL,17125,Filing
6,Montgomery,FY2020,Misc,Civil Citations,ALL,3126,Filing
6,Montgomery,FY2020,Misc,Municipal Infractions,ALL,4394,Filing
6,Montgomery,FY2020,Misc,Forfeiture of Contraband,ALL,35,Filing
6,Montgomery,FY2020,Misc,Emergency Evaluations,ALL,520,Filing
6,Montgomery,FY2020,Criminal,Criminal,ALL,10593,Filing
6,Montgomery,FY2020,Criminal,Fugitive Warrants,ALL,219,Filing
6,Montgomery,FY2020,Misc,Injunctions,ALL,1,Filing
6,Montgomery,FY2020,Landlord Tenant,Landlord Tenant,ALL,653,Filing
6,Montgomery,FY2020,Motor Vehicle,DUI/DWI,ALL,2868,Filing
6,Montgomery,FY2020,Motor Vehicle,Payable & Must Appear,ALL,42419,Filing
6,Montgomery,FY2020,Peace Order & Domestic Violence,Domestic Violence,ALL,3072,Filing
6,Montgomery,FY2020,Peace Order & Domestic Violence,Peace Order ,ALL,2191,Filing
6,Montgomery,FY2020,Motor Vehicle,Parking & Red Light,ALL,66450,Filing
6,Montgomery,FY2020,Motor Vehicle,DUI/DWI,Guilty,764,Disposition
6,Montgomery,FY2020,Motor Vehicle,DUI/DWI,Dismissed,8,Disposition
6,Montgomery,FY2020,Motor Vehicle,Payable & Must Appear,Miscellaneous,8676,Disposition
6,Montgomery,FY2020,Motor Vehicle,Payable & Must Appear,Tried,6713,Disposition
6,Montgomery,FY2020,Motor Vehicle,Payable & Must Appear,Paid,26719,Disposition
6,Montgomery,FY2020,Motor Vehicle,DUI/DWI,Nolle Prosequi,734,Disposition
6,Montgomery,FY2020,Motor Vehicle,DUI/DWI,Probation Before Judgment,1464,Disposition
6,Montgomery,FY2020,Motor Vehicle,DUI/DWI,Not Guilty,83,Disposition
6,Montgomery,FY2020,Motor Vehicle,DUI/DWI,Stet,21,Disposition
6,Montgomery,FY2020,Motor Vehicle,DUI/DWI,Other,4,Disposition
6,Montgomery,FY2020,Criminal,Criminal,Other,13,Disposition
6,Montgomery,FY2020,Criminal,Criminal,Nolle Prosequi,6839,Disposition
6,Montgomery,FY2020,Criminal,Criminal,Dismissed,36,Disposition
6,Montgomery,FY2020,Criminal,Criminal,Probation Before Judgment,594,Disposition
6,Montgomery,FY2020,Misc,Civil Citations,All Disposition Manner,3075,Disposition
6,Montgomery,FY2020,Criminal,Criminal,Not Guilty,149,Disposition
6,Montgomery,FY2020,Criminal,Criminal,Jury Trial Prayer,15,Disposition
6,Montgomery,FY2020,Misc,Municipal Infractions,All Disposition Manner,3799,Disposition
6,Montgomery,FY2020,Criminal,Criminal,Forwarded to Circuit Court,674,Disposition
6,Montgomery,FY2020,Criminal,Criminal,Stet,230,Disposition
6,Montgomery,FY2020,Criminal,Criminal,Guilty,1307,Disposition
6,Montgomery,FY2020,Civil,Civil,All Judgements,6953,Disposition
6,Montgomery,FY2020,Peace Order & Domestic Violence,Domestic Violence,Protective Orders Granted,1101,Disposition
6,Montgomery,FY2020,Peace Order & Domestic Violence,Peace Order,Peace Orders Granted,747,Disposition
6,Montgomery,FY2020,Peace Order & Domestic Violence,Domestic Violence,Denied/Dismissed,1462,Disposition
6,Montgomery,FY2020,Peace Order & Domestic Violence,Peace Order,Denied/Dismissed,1364,Disposition
6,Montgomery,FY2020,Motor Vehicle,Parking & Red Light,All Disposition Manner,66450,Disposition
6,Montgomery,FY2020,Misc,Emergency Evaluations,Granted,421,Disposition
6,Montgomery,FY2021,Misc,Forfeiture of Contraband,ALL,24,Filing
6,Montgomery,FY2021,Civil,Civil,ALL,16405,Filing
6,Montgomery,FY2021,Misc,Emergency Evaluations,ALL,626,Filing
6,Montgomery,FY2021,Misc,Injunctions,ALL,1,Filing
6,Montgomery,FY2021,Criminal,Criminal,ALL,6324,Filing
6,Montgomery,FY2021,Landlord Tenant,Landlord Tenant,ALL,3863,Filing
6,Montgomery,FY2021,Misc,Municipal Infractions,ALL,2396,Filing
6,Montgomery,FY2021,Criminal,Fugitive Warrants,ALL,159,Filing
6,Montgomery,FY2021,Misc,Civil Citations,ALL,597,Filing
6,Montgomery,FY2021,Motor Vehicle,Payable & Must Appear,ALL,26596,Filing
6,Montgomery,FY2021,Motor Vehicle,DUI/DWI,ALL,1881,Filing
6,Montgomery,FY2021,Peace Order & Domestic Violence,Domestic Violence,ALL,3140,Filing
6,Montgomery,FY2021,Peace Order & Domestic Violence,Peace Order ,ALL,2506,Filing
6,Montgomery,FY2021,Motor Vehicle,Parking & Red Light,ALL,3831,Filing
6,Montgomery,FY2021,Motor Vehicle,Payable & Must Appear,Miscellaneous,3283,Disposition
6,Montgomery,FY2021,Motor Vehicle,Payable & Must Appear,Paid,14988,Disposition
6,Montgomery,FY2021,Motor Vehicle,DUI/DWI,Other,5,Disposition
6,Montgomery,FY2021,Motor Vehicle,DUI/DWI,Probation Before Judgment,608,Disposition
6,Montgomery,FY2021,Motor Vehicle,Payable & Must Appear,Tried,2453,Disposition
6,Montgomery,FY2021,Motor Vehicle,DUI/DWI,Guilty,308,Disposition
6,Montgomery,FY2021,Motor Vehicle,DUI/DWI,Nolle Prosequi,378,Disposition
6,Montgomery,FY2021,Motor Vehicle,DUI/DWI,Not Guilty,23,Disposition
6,Montgomery,FY2021,Motor Vehicle,DUI/DWI,Stet,9,Disposition
6,Montgomery,FY2021,Motor Vehicle,DUI/DWI,Jury Trial Prayer,7,Disposition
6,Montgomery,FY2021,Motor Vehicle,DUI/DWI,Dismissed,4,Disposition
6,Montgomery,FY2021,Criminal,Criminal,Probation Before Judgment,274,Disposition
6,Montgomery,FY2021,Misc,Municipal Infractions,All Disposition Manner,2593,Disposition
6,Montgomery,FY2021,Criminal,Criminal,Nolle Prosequi,4882,Disposition
6,Montgomery,FY2021,Criminal,Criminal,Guilty,787,Disposition
6,Montgomery,FY2021,Misc,Civil Citations,All Disposition Manner,959,Disposition
6,Montgomery,FY2021,Criminal,Criminal,Other,24,Disposition
6,Montgomery,FY2021,Criminal,Criminal,Forwarded to Circuit Court,548,Disposition
